LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,NAICSTitle
13500.0,Kailua Kona,HI,96740,561720,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-10T00:00:00Z,"American Savings Bank, FSB",HI-02,Janitorial services
13500.0,Honolulu,HI,96813,424330,Limited Liability Company,Asian,Female Owned,Unanswered,False,1.0,2020-04-10T00:00:00Z,"American Savings Bank, FSB",HI-01,Women's and children's clothing merch. whls.
13500.0,Kihei,HI,96753,713990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-11T00:00:00Z,Bank of Hawaii,HI-02,All other amusement and recreation industries
13500.0,Aiea,HI,96701,453220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,7.0,2020-04-11T00:00:00Z,"American Savings Bank, FSB",HI-01,"Gift, novelty, and souvenir stores"
13500.0,Lihue,HI,96766,453220,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-08T00:00:00Z,Central Pacific Bank,HI-02,"Gift, novelty, and souvenir stores"
13500.0,Kahului,HI,96732,621210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-08T00:00:00Z,"American Savings Bank, FSB",HI-02,Offices of dentists
13500.0,Wailuku,HI,96793,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-29T00:00:00Z,FirstBank,HI-02,Offices of physicians (except mental health specialists)
13500.0,Honolulu,HI,96813,442110,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,8.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-01,Furniture stores
13500.0,Kailua,HI,96734,713940,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Fitness and recreational sports centers
13500.0,Honolulu,HI,96818,624120,Corporation,Unanswered,Female Owned,Unanswered,False,2.0,2020-04-30T00:00:00Z,"American Savings Bank, FSB",HI-01,Services for the elderly and persons with disabilities
13500.0,Honolulu,HI,96813,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-27T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of real estate agents and brokers
13500.0,Honolulu,HI,96822,541921,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-06T00:00:00Z,"American Savings Bank, FSB",HI-01,"Photography studios, portrait"
13500.0,Honolulu,HI,96814,812112,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-07T00:00:00Z,"American Savings Bank, FSB",HI-01,Beauty salons
13500.0,Honolulu,HI,96825,238990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-01,All other specialty trade contractors
13500.0,Kailua Kona,HI,96740,451110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-01T00:00:00Z,Central Pacific Bank,HI-02,Sporting goods stores
13500.0,Honolulu,HI,96818,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-01T00:00:00Z,"American Savings Bank, FSB",HI-01,All other personal services
13500.0,Kailua Kona,HI,96740,446191,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,,2020-05-03T00:00:00Z,Cross River Bank,HI-02,"Food, health, supplement stores"
13500.0,Wailuku,HI,96793,711320,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-01T00:00:00Z,First Hawaiian Bank,HI-02,"Promoters of performing arts, sports, and similar events without facilities"
13499.0,Kahului,HI,96732,423620,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,"Household appliances, electric housewares, and consumer electronics merchant wholesalers"
13490.0,Honolulu,HI,96816,315990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-01,Apparel accessories and other apparel manufacturing
13487.5,Kailua Kona,HI,96740,541330,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,False,2.0,2020-05-02T00:00:00Z,First Hawaiian Bank,HI-02,Engineering services
13465.0,Honolulu,HI,96815,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-11T00:00:00Z,Central Pacific Bank,HI-01,Beauty salons
13450.0,Honolulu,HI,96813,561510,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-12T00:00:00Z,Bank of Hawaii,HI-01,Travel agencies
13450.0,Honolulu,HI,96814,722515,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-13T00:00:00Z,Bank of Hawaii,HI-01,Snack and nonalcoholic beverage bars
13445.0,Kahului,HI,96732,722513,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-15T00:00:00Z,Bank of Hawaii,HI-02,Limited-service restaurants
13439.57,Lihue,HI,96766,453220,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-29T00:00:00Z,Kaua'i Government Employees' FCU,HI-02,"Gift, novelty, and souvenir stores"
13435.0,Honolulu,HI,96814,621111,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-03T00:00:00Z,Bank of Hawaii,HI-01,Offices of physicians (except mental health specialists)
13435.0,Honolulu,HI,96814,813312,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,,2020-04-14T00:00:00Z,Bank of Hawaii,HI-01,"Environment, conservation and wildlife organizations"
13416.0,Kapolei,HI,96707,238990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-01T00:00:00Z,First Hawaiian Bank,HI-02,All other specialty trade contractors
13414.0,Honolulu,HI,96821,531110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-30T00:00:00Z,"Bank of America, National Association",HI-01,Lessors of residential buildings and dwellings
13407.0,Kapaau,HI,96755,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Residential remodelers
13401.67,Kihei,HI,96753,531210,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-30T00:00:00Z,Valley Isle Community FCU,HI-02,Offices of real estate agents and brokers
13400.0,Honolulu,HI,96819,541519,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,"American Savings Bank, FSB",HI-01,Other computer related services
13400.0,Kamuela,HI,96743,999990,Sole Proprietorship,Unanswered,Female Owned,Unanswered,False,3.0,2020-04-28T00:00:00Z,"American Savings Bank, FSB",HI-02,Unclassified
13400.0,Kaunakakai,HI,96748,621399,Limited Liability Company,Unanswered,Unanswered,Non-Veteran,False,2.0,2020-05-05T00:00:00Z,Hawaii National Bank,HI-02,Offices of all other miscellaneous health practitioners
13400.0,Kahului,HI,96732,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,2.0,2020-04-16T00:00:00Z,Central Pacific Bank,HI-02,Civic and social organizations
13400.0,Kailua,HI,96734,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-11T00:00:00Z,Central Pacific Bank,HI-02,Offices of real estate agents and brokers
13400.0,Kailua Kona,HI,96740,332710,Corporation,Unanswered,Male Owned,Non-Veteran,False,2.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-02,Machine shops
13400.0,Kailua Kona,HI,96740,561520,Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-05T00:00:00Z,"American Savings Bank, FSB",HI-02,Tour operators
13400.0,Aiea,HI,96701,541211,Corporation,Unanswered,Unanswered,Unanswered,False,13.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-01,Offices of certified public accountants
13400.0,Lihue,HI,96766,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,4.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-02,Religious organizations
13400.0,Honolulu,HI,96817,236118,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-14T00:00:00Z,"American Savings Bank, FSB",HI-01,Residential remodelers
13400.0,Honolulu,HI,96824,712120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,1.0,2020-04-28T00:00:00Z,Central Pacific Bank,HI-01,Historical sites
13400.0,Captain Cook,HI,96704,812112,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-07T00:00:00Z,"American Savings Bank, FSB",HI-02,Beauty salons
13400.0,Honolulu,HI,96814,812112,Limited Liability Company,Unanswered,Male Owned,Non-Veteran,False,9.0,2020-04-08T00:00:00Z,Central Pacific Bank,HI-01,Beauty salons
13400.0,Honolulu,HI,96826,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-15T00:00:00Z,Central Pacific Bank,HI-01,Taxi and ridesharing services
13400.0,Aiea,HI,96701,541211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-19T00:00:00Z,Central Pacific Bank,HI-01,Offices of certified public accountants
13400.0,Hilo,HI,96720,722513,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,7.0,2020-05-19T00:00:00Z,Central Pacific Bank,HI-02,Limited-service restaurants
13400.0,Honolulu,HI,96816,424910,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-09T00:00:00Z,Central Pacific Bank,HI-01,Farm supplies merchant wholesalers
13392.0,Aiea,HI,96701,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-07-21T00:00:00Z,HawaiiUSA FCU,HI-01,Offices of real estate agents and brokers
13387.0,Kahului,HI,96732,441310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-14T00:00:00Z,Bank of Hawaii,HI-02,Automotive parts and accessories stores
13387.0,Kihei,HI,96753,454110,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-07-28T00:00:00Z,"Kabbage, Inc.",HI-02,Electronic shopping and mail-order houses
13370.0,Honolulu,HI,96825,541810,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-22T00:00:00Z,WebBank,HI-01,Advertising agencies
13355.0,Kamuela,HI,96743,541219,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Other accounting services
13351.15,Lawai,HI,96765,562998,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-30T00:00:00Z,Gather FCU,HI-02,All other miscellaneous waste management services
13345.0,Hilo,HI,96720,999990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,6.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Unclassified
13337.0,Honolulu,HI,96819,236115,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,4.0,2020-05-07T00:00:00Z,Bank of Hawaii,HI-01,New single-family housing construction (except for-sale builders)
13332.5,Kapolei,HI,96707,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-27T00:00:00Z,First Hawaiian Bank,HI-02,Offices of real estate agents and brokers
13327.5,Honolulu,HI,96822,541110,Subchapter S Corporation,Unanswered,Male Owned,Veteran,False,1.0,2020-05-07T00:00:00Z,First Hawaiian Bank,HI-01,Offices of lawyers
13325.0,Kaneohe,HI,96744,238350,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-02,Finish carpentry contractors
13320.0,Aiea,HI,96701,611620,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-01,Sports and recreation instruction
13315.0,Honolulu,HI,96816,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-03T00:00:00Z,Bank of Hawaii,HI-01,Offices of real estate agents and brokers
13310.0,Honolulu,HI,96825,541618,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-08-07T00:00:00Z,HawaiiUSA FCU,HI-01,Other management consulting services
13306.25,Honolulu,HI,96816,532490,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-15T00:00:00Z,First Hawaiian Bank,HI-01,Other commercial and industrial machinery and equipment rental and leasing
13300.0,Kihei,HI,96753,238990,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,False,0.0,2020-05-21T00:00:00Z,Central Pacific Bank,HI-02,All other specialty trade contractors
13300.0,Waipahu,HI,96797,561720,Partnership,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-04T00:00:00Z,Central Pacific Bank,HI-01,Janitorial services
13300.0,Honolulu,HI,96813,722511,Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-10T00:00:00Z,"American Savings Bank, FSB",HI-01,Full-service restaurants
13300.0,Honolulu,HI,96814,524298,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-29T00:00:00Z,Central Pacific Bank,HI-01,All other insurance related activities
13300.0,Honolulu,HI,96821,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-27T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of real estate agents and brokers
13300.0,Kapaa,HI,96746,541990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-11T00:00:00Z,Gather FCU,HI-02,"All other professional, scientific, and technical services"
13300.0,Honolulu,HI,96816,238910,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-12T00:00:00Z,Central Pacific Bank,HI-01,Site preparation contractors
13300.0,Honolulu,HI,96816,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-12T00:00:00Z,Central Pacific Bank,HI-01,Offices of real estate agents and brokers
13300.0,Wailuku,HI,96793,541620,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-08T00:00:00Z,Central Pacific Bank,HI-02,Environmental consulting services
13300.0,Honolulu,HI,96813,541213,Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-03T00:00:00Z,Central Pacific Bank,HI-01,Tax preparation services
13300.0,Kalaheo,HI,96741,621420,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-27T00:00:00Z,First Hawaiian Bank,HI-02,Outpatient mental health and substance abuse centers
13300.0,Honolulu,HI,96817,522310,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-01,Mortgage and nonmortgage loan brokers
13300.0,Lahaina,HI,96767,532284,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-02,Recreational goods rental
13300.0,Kailua,HI,96734,621330,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,United Community Bank,HI-02,Offices of mental health practitioners (except physicians)
13300.0,Aiea,HI,96701,541611,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-19T00:00:00Z,"American Savings Bank, FSB",HI-01,Administrative management and general management consulting services
13300.0,Honolulu,HI,96819,453210,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,False,2.0,2020-04-28T00:00:00Z,"American Savings Bank, FSB",HI-01,Office supplies and stationery stores
13290.0,Kailua,HI,96734,813110,Non-Profit Organization,Unanswered,Male Owned,Unanswered,True,,2020-04-15T00:00:00Z,Bank of Hawaii,HI-02,Religious organizations
13290.0,Waipahu,HI,96797,238350,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-28T00:00:00Z,Bank of Hawaii,HI-01,Finish carpentry contractors
13287.5,Honolulu,HI,96816,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,2.0,2020-04-27T00:00:00Z,First Hawaiian Bank,HI-01,Child and youth services
13286.0,Kahului,HI,96732,621330,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-29T00:00:00Z,"Kabbage, Inc.",HI-02,Offices of mental health practitioners (except physicians)
13280.0,Aiea,HI,96701,722511,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-05T00:00:00Z,Central Pacific Bank,HI-01,Full-service restaurants
13280.0,Kaneohe,HI,96744,311811,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-02,Retail bakeries
13280.0,Koloa,HI,96756,452319,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,7.0,2020-05-13T00:00:00Z,First Hawaiian Bank,HI-02,All other general merchandise stores
13265.0,Honolulu,HI,96815,621330,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-01,Offices of mental health practitioners (except physicians)
13262.5,Honolulu,HI,96826,485320,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,180.0,2020-06-16T00:00:00Z,Celtic Bank Corporation,HI-01,Limousine service
13260.0,Haleiwa,HI,96712,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,,2020-06-22T00:00:00Z,Bank of Hawaii,HI-02,Offices of physicians (except mental health specialists)
13250.0,Kaneohe,HI,96744,621310,Corporation,Hispanic,Male Owned,Non-Veteran,False,4.0,2020-04-06T00:00:00Z,"American Savings Bank, FSB",HI-02,Offices of chiropractors
13250.0,Kailua Kona,HI,96740,562998,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Hawaii Community FCU,HI-02,All other miscellaneous waste management services
13250.0,Kamuela,HI,96743,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,Bank of Hawaii,HI-02,Offices of real estate agents and brokers
13247.0,Kalaheo,HI,96741,561730,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-01T00:00:00Z,WebBank,HI-02,Landscaping services
13239.73,Honolulu,HI,96817,,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,10.0,2020-05-03T00:00:00Z,Celtic Bank Corporation,HI-01,
13239.0,Kihei,HI,96753,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,,2020-05-03T00:00:00Z,"U.S. Bank, National Association",HI-02,
13220.0,Aiea,HI,96701,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,2.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-01,Religious organizations
13220.0,Honolulu,HI,96822,541110,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-02T00:00:00Z,First Hawaiian Bank,HI-01,Offices of lawyers
13215.0,Honolulu,HI,96817,541110,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,Bank of Hawaii,HI-01,Offices of lawyers
13205.0,Kihei,HI,96753,488999,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-01T00:00:00Z,"Bank of America, National Association",HI-02,All other support activities for transportation
13200.0,Honolulu,HI,96814,621111,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,5.0,2020-04-10T00:00:00Z,Central Pacific Bank,HI-01,Offices of physicians (except mental health specialists)
13200.0,Honolulu,HI,96813,541620,Limited Liability Company,Asian,Female Owned,Non-Veteran,False,2.0,2020-05-04T00:00:00Z,Hawaii National Bank,HI-01,Environmental consulting services
13200.0,Ewa Beach,HI,96706,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,True,1.0,2020-04-16T00:00:00Z,Central Pacific Bank,HI-01,Religious organizations
13200.0,Lihue,HI,96766,446120,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-11T00:00:00Z,First Hawaiian Bank,HI-02,Cosmetic and beauty supply stores
13200.0,Lahaina,HI,96761,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-12T00:00:00Z,Bank of Hawaii,HI-02,Offices of real estate agents and brokers
13200.0,Makawao,HI,96768,561730,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-12T00:00:00Z,"American Savings Bank, FSB",HI-02,Landscaping services
13200.0,Lahaina,HI,96761,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-08T00:00:00Z,"American Savings Bank, FSB",HI-02,Offices of real estate agents and brokers
13200.0,Kailua Kona,HI,96740,238290,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-08T00:00:00Z,Central Pacific Bank,HI-02,Other building equipment contractors
13200.0,Honolulu,HI,96813,541110,Corporation,Unanswered,Unanswered,Non-Veteran,False,1.0,2020-04-13T00:00:00Z,Hawaii National Bank,HI-01,Offices of lawyers
13200.0,Honolulu,HI,96814,541211,Sole Proprietorship,Asian,Male Owned,Unanswered,False,1.0,2020-04-30T00:00:00Z,Ohana Pacific Bank,HI-01,Offices of certified public accountants
13200.0,Honolulu,HI,96815,541618,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-29T00:00:00Z,First Home Bank,HI-01,Other management consulting services
13200.0,Honolulu,HI,96814,812112,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-13T00:00:00Z,Central Pacific Bank,HI-01,Beauty salons
13200.0,Honolulu,HI,96817,337110,Corporation,Asian,Male Owned,Non-Veteran,False,2.0,2020-04-07T00:00:00Z,Ohana Pacific Bank,HI-01,Wood kitchen cabinet and countertop manufacturing
13200.0,Honolulu,HI,96816,238210,Limited Liability Company,Unanswered,Male Owned,Non-Veteran,False,2.0,2020-04-08T00:00:00Z,Central Pacific Bank,HI-01,Electrical and wiring contractors
13200.0,Kapolei,HI,96707,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-14T00:00:00Z,First Hawaiian Bank,HI-02,Offices of real estate agents and brokers
13200.0,Honolulu,HI,96825,811490,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-01T00:00:00Z,Central Pacific Bank,HI-01,Other personal and household goods repair and maintenance
13192.0,Pahoa,HI,96778,424990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-05-14T00:00:00Z,CU Hawaii FCU,HI-02,Other miscellaneous nondurable goods merchant wholesalers
13187.0,Waikoloa,HI,96738,541922,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Commercial photography
13170.0,Honolulu,HI,96817,445110,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-01,Supermarkets and other grocery retailers (except convenience retailers)
13165.0,Kailua,HI,96734,448120,Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-06-15T00:00:00Z,First Hawaiian Bank,HI-02,Women's clothing stores
13162.0,Kailua,HI,96734,512110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,Bank of Hawaii,HI-02,Motion picture and video production
13162.0,Kailua Kona,HI,96740,541921,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-14T00:00:00Z,Bank of Hawaii,HI-02,"Photography studios, portrait"
13161.0,Haiku,HI,96708,611699,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-05-21T00:00:00Z,Celtic Bank Corporation,HI-02,All other miscellaneous schools and instruction
13147.0,Aiea,HI,96701,321992,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-05T00:00:00Z,Central Pacific Bank,HI-01,Prefabricated wood building manufacturing
13132.0,Papaikou,HI,96781,524210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,,2020-06-24T00:00:00Z,Bank of Hawaii,HI-02,Insurance agencies and brokerages
13125.0,Ewa Beach,HI,96706,561720,Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-01,Janitorial services
13125.0,Honolulu,HI,96826,314999,Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-14T00:00:00Z,Bank of Hawaii,HI-01,All other miscellaneous textile product mills
13114.0,Honolulu,HI,96816,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-01T00:00:00Z,Central Pacific Bank,HI-01,Offices of real estate agents and brokers
13107.0,Kailua,HI,96734,621111,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-07T00:00:00Z,First Hawaiian Bank,HI-02,Offices of physicians (except mental health specialists)
13105.0,Honolulu,HI,96813,561510,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-07T00:00:00Z,Central Pacific Bank,HI-01,Travel agencies
13105.0,Waikoloa,HI,96738,531210,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Offices of real estate agents and brokers
13102.5,Kailua Kona,HI,96745,512110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-02,Motion picture and video production
13100.21,Ewa Beach,HI,96706,811490,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-05T00:00:00Z,Celtic Bank Corporation,HI-01,Other personal and household goods repair and maintenance
13100.0,Waialua,HI,96791,532490,Corporation,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-28T00:00:00Z,"American Savings Bank, FSB",HI-02,Other commercial and industrial machinery and equipment rental and leasing
13100.0,Kaneohe,HI,96744,236118,Limited Liability Company,Unanswered,Male Owned,Unanswered,False,3.0,2020-04-29T00:00:00Z,"American Savings Bank, FSB",HI-02,Residential remodelers
13100.0,Kilauea,HI,96754,112120,Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-29T00:00:00Z,"American Savings Bank, FSB",HI-02,Dairy cattle and milk production
13100.0,Pearl City,HI,96782,238990,Corporation,Unanswered,Unanswered,Unanswered,False,4.0,2020-04-15T00:00:00Z,Central Pacific Bank,HI-01,All other specialty trade contractors
13100.0,Mililani,HI,96789,624410,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-10T00:00:00Z,"American Savings Bank, FSB",HI-01,Child care services
13100.0,Kihei,HI,96753,561720,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-16T00:00:00Z,Central Pacific Bank,HI-02,Janitorial services
13100.0,Mililani,HI,96789,531210,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-12T00:00:00Z,Central Pacific Bank,HI-01,Offices of real estate agents and brokers
13100.0,Kaneohe,HI,96744,722513,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-12T00:00:00Z,Central Pacific Bank,HI-02,Limited-service restaurants
13100.0,Honolulu,HI,96817,812320,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-12T00:00:00Z,"American Savings Bank, FSB",HI-01,Drycleaning and laundry services (except coin-operated)
13100.0,Honolulu,HI,96817,524210,Corporation,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-08T00:00:00Z,Central Pacific Bank,HI-01,Insurance agencies and brokerages
13100.0,Haleiwa,HI,96712,238220,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Plumbing and hvac contractors
13100.0,Honolulu,HI,96817,541620,Limited Liability Company,Asian,Female Owned,Unanswered,False,,2020-04-13T00:00:00Z,Bank of Hawaii,HI-01,Environmental consulting services
13100.0,Lihue,HI,96766,722511,Sole Proprietorship,Asian,Male Owned,Non-Veteran,False,7.0,2020-04-06T00:00:00Z,Central Pacific Bank,HI-02,Full-service restaurants
